year,name,college,height_in,weight_lbs,hand_size_in,arm_length_in,40_yard,bench_press,vert_leap_in,broad_jump_in,shuttle,3cone,60yd_shuttle,bodytype,pos,seasons,wAV,games,round,overall,pick,Fitzgerald-Spielberger,Johnson,Schuckers,ras,tsa
2006,Darnell Bing,Southern California,74,227,10,31.63,4.52,17,34,120,4.07,7.25,11.53,SKILL,DB,4,1,5,4,101,5,661,96,286,6.572,4.309
2006,Darryl Tapp,Virginia Tech,73.63,252,10.25,33.25,4.86,27,33,109,4.48,7.31,11.65,BIG,DL,12,30,165,2,63,31,900,276,460,6.438,3.493
2006,Daryn Colledge,Boise State,76.38,299,9.5,33,5.07,21,32.5,110,4.58,7.43,,BIG,OL,9,57,141,2,47,15,1049,430,559,5.864,3.362
2006,David Thomas,Texas,75.13,252,10.25,31.63,4.72,19,37.5,113,4.34,7.05,11.69,STRONG,TE,7,9,80,3,86,22,743,160,346,5.875,3.843
2006,DeMeco Ryans,Alabama,73.25,236,8.63,31.38,4.67,23,39,129,4.17,7.19,12.08,STRONG,LB,10,58,140,2,33,1,1228,580,670,6.888,4.603
2006,Derrick Martin,Wyoming,70,202,8.88,30.5,4.54,17,40,127,3.95,6.72,10.69,SKILL,DB,8,5,73,6,208,16,295,8,132,7.048,4.351
2006,Domata Peko,Michigan State,74.75,307,10,32.88,5.28,25,28.5,103,4.49,7.69,,BIG,DL,15,68,214,4,123,27,561,49,223,4.790,2.868
2006,Dusty Dvoracek,Oklahoma,74.75,306,9.5,32.25,5.07,31,34,110,4.35,7.62,,BIG,DL,3,6,13,3,73,9,826,225,407,7.012,4.455
2006,Eric Smith,Michigan State,73,209,10.25,30,4.63,21,40,127,4.1,6.89,10.94,SKILL,DB,7,18,96,3,97,1,682,112,301,7.219,5.137
2006,Ernie Sims,Florida State,71.13,231,9.25,30.75,4.56,25,41,125,4.22,7.31,11.62,STRONG,LB,8,29,109,1,9,9,1887,1350,907,6.914,4.472
2006,Freddy Keiaho,San Diego State,71.25,224,9.38,31,4.65,15,36,113,4.12,7.01,11.62,STRONG,LB,4,15,55,3,94,30,698,124,312,4.881,2.279
2006,Gabe Watson,Michigan,75.5,339,9.75,33,5.29,36,25,96,4.8,8.28,,BIG,DL,5,11,62,4,107,11,632,80,265,4.495,3.263
2006,Garrett Mills,Tulsa (OK),73.13,241,9.63,31.63,4.65,23,35.5,111,4.05,6.81,11.05,STRONG,RB,5,1,16,4,106,10,637,82,269,6.787,4.01
2006,Gerris Wilkinson,Georgia Tech,75,233,9.63,33.63,4.68,19,39,122,4.17,7.21,11.81,STRONG,LB,5,6,58,3,96,32,687,116,305,6.273,4.047
2006,Haloti Ngata,Oregon,76.13,338,9.88,33.13,5.18,37,31.5,110,4.65,7.95,,BIG,DL,13,100,180,1,12,12,1741,1200,874,6.694,4.894
2006,Isaac Sowells,Indiana,75.5,324,11,34.38,5.19,20,28.5,101,4.98,8.13,,BIG,OL,3,1,17,4,112,16,609,70,250,3.643,2.233
2006,James Wyche,Syracuse,77.4,262,9.88,34,4.66,27,33,116,4.51,7.75,,BIG,DL,4,0,3,7,213,21,283,6,130,7.251,4.555
2006,Jason Allen,Tennessee,72.88,209,8,31.5,4.41,17,39.5,131,3.81,6.75,11.17,SKILL,DB,7,13,98,1,16,16,1595,1000,832,8.335,5.212
2006,Jason Hatcher,Grambling State (LA),77.88,284,10.38,32.75,4.91,28,35.5,113,4.49,7.67,,BIG,DL,10,34,147,3,92,28,709,132,321,7.442,4.77
2006,Jason Pociask,Wisconsin,75,266,9.63,32.38,4.88,23,32.5,115,4.3,7.31,12.36,STRONG,TE,2,0,4,5,150,22,461,31,165,5.309,3.908
2006,Jason Spitz,Louisville,75.5,313,9.5,31.25,5.43,25,28.5,102,4.55,7.82,,BIG,OL,6,24,75,3,75,11,812,215,398,4.467,2.945
2006,Jeff King,Virginia Tech,77.13,245,9.5,32.63,4.88,21,32.5,109,4.09,6.99,11.54,STRONG,TE,7,10,108,5,155,27,444,29,157,5.502,3.499
2006,Jeremy Mincey,Florida,75.5,259,9.88,31.75,4.78,27,33.5,116,4.25,6.99,11.57,BIG,DL,10,29,96,6,191,31,338,15,136,7.466,4.339
2006,Jeremy Trueblood,Boston College,80,316,10.13,33.5,5.31,20,27.5,96,4.68,7.82,,BIG,OL,8,35,116,2,59,27,934,310,483,4.111,2.568
2006,Jerious Norwood,Mississippi State,71.63,210,9.88,31.25,4.4,15,36.5,122,4.25,6.81,11.52,STRONG,RB,6,20,66,3,79,15,786,195,378,6.017,2.998
2006,Jerome Harrison,Washington State,69.25,201,9.25,30,4.49,19,34.5,124,4.07,6.77,,STRONG,RB,6,12,63,5,145,17,478,34,175,6.363,3.2
2006,Jeromey Clary,Kansas State,78.13,309,9.25,33.5,5.34,24,26,102,4.63,7.8,,BIG,OL,8,47,103,6,187,27,349,17,137,4.596,3.041
2006,Jhari Evans,Bloomsburg,76.5,316,,,5.25,20,27,95,4.8,7.98,,BIG,OL,12,114,183,4,108,12,627,78,262,3.510,2.089
2006,Joe Klopfenstein,Colorado,77.75,255,10.13,33,4.65,27,36,112,4.21,7.39,12.07,STRONG,TE,4,3,49,2,46,14,1060,440,566,7.021,4.899
2006,John McCargo,North Carolina State,73.5,302,10.13,32.5,5.19,25,30.5,110,4.48,7.79,,BIG,DL,6,4,44,1,26,26,1349,700,733,5.256,3.174
2006,Johnathan Joseph,South Carolina,71,193,9.63,31,4.37,15,37,123,4.23,6.92,11.23,SKILL,DB,15,67,211,1,24,24,1389,740,752,6.367,3.593
2006,Jon Alston,Stanford,72.75,223,8.38,31.5,4.53,30,40,132,4.13,6.9,11.3,STRONG,LB,4,5,39,3,77,13,799,205,388,8.087,5.058
2006,Jonathan Lewis,Virginia Tech,73.13,309,9.75,32.38,4.99,24,33.5,111,4.4,7.4,,BIG,DL,1,0,4,6,177,17,377,21,138,6.521,3.71
2006,Joseph Addai,Louisiana State,71.25,214,9.5,31.38,4.43,18,37,125,4.47,7.09,,STRONG,RB,6,50,78,1,30,30,1276,620,696,5.700,3.246
2006,Julian Jenkins,Stanford,75.63,277,9.5,32.25,5.09,25,34.5,110,4.23,7.11,,BIG,DL,1,1,12,5,156,28,441,29,155,6.598,3.862
2006,Kamerion Wimbley,Florida State,75.88,248,10.63,33.75,4.64,24,38.5,129,4.48,6.97,11.74,BIG,DL,9,44,140,1,13,13,1700,1150,863,7.219,4.185
2006,Kedric Golston,Georgia,76,300,10.13,32.38,4.94,31,33,111,4.45,7.6,,BIG,DL,11,27,142,6,196,4,325,13,135,7.396,4.693
2006,Keith Ellison,Oregon State,73.5,235,9.5,30.38,4.83,24,32.5,115,4.16,7.22,11.84,STRONG,LB,5,19,58,6,178,18,374,20,138,5.274,3.5
2006,Kevin Boothe,Cornell (NY),76.75,316,11.13,33.75,5.44,23,31.5,98,5.07,8.36,,BIG,OL,9,27,114,6,176,16,380,21,138,3.629,2.74
2006,Ko Simpson,South Carolina,73,209,9.13,32.88,4.45,11,40.5,122,4.17,7.09,11.52,SKILL,DB,4,12,41,4,105,9,642,84,272,6.174,3.658
2006,Lawrence Vickers,Colorado,72.3,245,10,31.5,4.9,21,30.5,104,4.63,7.74,12.12,STRONG,RB,7,3,106,6,180,20,368,19,137,2.909,1.958
2006,LeKevin Smith,Nebraska,74.88,316,9.5,32.13,5.03,30,30.5,109,4.92,7.93,,BIG,DL,5,5,45,6,206,14,300,9,133,5.909,4.055
2006,Leon Washington,Florida State,67.88,201,9,29,4.49,17,32.5,105,4.37,6.94,11.62,STRONG,RB,9,30,126,4,117,21,587,60,236,4.206,1.497
2006,Leonard Pope,Georgia,79.75,258,9.25,34.25,4.67,22,37.5,118,4.67,7.47,,STRONG,TE,7,6,103,3,72,8,833,230,412,6.184,4.603
2006,Marcedes Lewis,UCLA,78.38,261,10,34.38,4.84,23,37,118,4.82,7.24,,STRONG,TE,18,35,268,1,28,28,1311,660,714,5.795,4.516
2006,Mario Williams,North Carolina State,74.4,269,9.75,33.88,4.75,25,34,111,4.54,7.49,,BIG,DL,11,79,158,1,1,1,3000,3000,1000,6.428,3.583
2006,Mark Anderson,Alabama,76.25,254,9.38,32.5,4.65,20,42,127,4.22,6.95,11.75,BIG,DL,7,21,98,5,159,31,431,28,151,6.971,3.842
2006,Mark Setterstrom,Minnesota,75.75,314,10.13,32.63,5.4,19,26.5,100,4.53,7.63,,BIG,OL,4,5,19,7,242,3.662,1.958
2006,Marques Colston,Hofstra (NY),76.63,224,9.5,33.38,4.54,16,37,123,4.43,6.94,11.27,SKILL,WR,10,72,146,7,252,6.675,4.703
2006,Mathias Kiwanuka,Boston College,77.75,266,9.88,34.75,4.74,17,32,120,4.13,7.27,11.65,BIG,DL,9,37,120,1,32,32,1244,590,679,6.662,3.575
2006,Max Jean-Gilles,Georgia,75.75,355,9.5,34.5,5.54,27,24.5,95,5.08,8.56,,BIG,OL,5,14,42,4,99,3,671,104,293,3.238,2.37
2006,Michael Toudouze,Texas Christian,77.75,303,10.38,34.25,5.12,23,26.5,100,4.7,7.45,,BIG,OL,6,1,9,5,162,2,422,27,148,5.111,2.885
2006,Nate Salley,Ohio State,73.75,216,8.75,32,4.64,14,40,123,4.15,6.79,11.28,SKILL,DB,3,1,24,4,121,25,570,52,227,6.339,4.285
2006,Nick Mangold,Ohio State,75.63,300,10.38,31.88,5.09,24,27.5,104,4.36,7.47,,BIG,OL,11,73,164,1,29,29,1294,640,705,5.599,2.993
2006,Omar Gaither,Tennessee,73,234,9.5,31.38,4.8,23,37,116,4.28,7.31,12.19,STRONG,LB,8,25,92,5,168,8,403,24,143,5.329,3.73
2006,Owen Daniels,Wisconsin,75.38,253,9.5,31.75,4.66,23,34.5,114,4.1,6.87,11.58,STRONG,TE,10,41,131,4,98,2,676,108,297,7.260,4.567
2006,Parys Haralson,Tennessee,73.25,253,10,33.25,4.84,24,32,115,4.26,7.37,12.06,BIG,DL,9,38,118,5,140,12,496,36,185,6.321,3.286
2006,Paul McQuistan,Weber State (UT),78.13,312,9.75,33.25,5.11,28,29.5,110,4.62,7.72,,BIG,OL,9,24,97,3,69,5,854,245,427,6.707,4.551
2006,Quinn Ojinnaka,Syracuse,76.63,309,9.63,34,5.49,21,28.5,102,5.11,8.45,,BIG,OL,7,11,62,5,139,11,499,37,187,2.973,2.1
2006,Quinn Sypniewski,Colorado,78.5,268,9.25,32.75,4.8,20,32.5,114,4.52,7.09,11.45,STRONG,TE,2,2,31,5,166,6,409,25,145,5.216,3.701
2006,Rashad Butler,Miami (FL),76.63,293,10.25,36,5.32,16,28,106,4.55,7.9,,BIG,OL,8,7,51,3,89,25,725,145,333,3.618,2.006
2006,Ray Edwards,Purdue,76.75,273,10.38,33.25,4.82,30,39,114,4.57,7.71,12.09,BIG,DL,7,37,97,4,127,31,545,45,213,7.376,4.747
2006,Reed Doughty,Northern Colorado,72.5,209,10,31.38,4.68,15,37,121,4.17,6.66,11.28,SKILL,DB,8,20,107,6,173,13,388,22,140,5.852,3.88
2006,Richard Marshall,Frenso State (CA),71.13,189,9.13,29.75,4.46,12,37,129,4.16,6.65,11.33,SKILL,DB,9,31,124,2,58,26,942,320,489,6.138,3.248
2006,Rob Ninkovich,Purdue,75.13,260,10,31.25,4.93,23,34.5,116,4.18,6.96,11.37,BIG,DL,11,51,131,5,135,7,514,39,195,6.657,3.664
2006,Rodrique Wright,Texas,77.13,300,10.75,33.5,5.11,31,32,110,4.51,7.84,,BIG,DL,3,4,13,7,226,6.837,4.634
2006,Ryan Cook,New Mexico,78.63,328,9.63,33,5.49,28,26.5,97,4.66,7.93,,BIG,OL,7,23,90,2,51,19,1007,390,531,4.772,3.507
2006,Stanley McClover,Auburn,74.38,262,10.13,33.63,4.72,19,39,114,4.5,7.87,12.24,BIG,DL,3,1,14,7,237,5.420,2.797
2006,Stephen Tulloch,North Carolina State,70.75,241,9.5,30.75,4.93,27,33.5,113,4.15,7.19,12.07,STRONG,LB,11,49,159,4,116,20,591,62,239,5.066,3.402
2006,Tarvaris Jackson,Alabama State,74,226,9.38,31.75,4.7,22,31.5,107,4.38,7.4,,SKILL,QB,10,22,59,2,64,32,892,270,454,4.602,3.558
2006,Terna Nande,Miami (OH),72.13,232,9.63,32.5,4.55,41,39,124,4.11,6.97,11.37,STRONG,LB,1,0,1,5,137,9,507,38,191,7.975,5.023
2006,Thomas Howard,Texas-El Paso,75.25,239,10.25,32.5,4.46,21,39,124,4.28,6.96,11.22,STRONG,LB,8,33,95,2,38,6,1157,520,628,7.747,4.871
2006,Tim Dobbins,Iowa State,73.13,246,9.38,31.13,4.61,23,35.5,110,4.39,7.25,11.97,STRONG,LB,8,19,110,5,151,23,457,31,164,5.859,3.77
2006,Titus Adams,Nebraska,75.38,306,9.88,33.13,5.12,15,30.5,103,4.54,7.49,,BIG,DL,4,0,2,7,220,28,267,3,127,4.654,2.265
2006,Todd Watkins,Brigham Young,74.38,202,9.25,31.25,4.43,15,36,118,4.24,7.13,,SKILL,WR,4,1,21,7,218,26,271,4,128,6.228,3.824
2006,Tony Scheffler,Western Michigan,77.38,254,9.13,33.25,4.57,17,33.5,115,4.01,6.81,11.41,STRONG,TE,8,24,107,2,61,29,917,292,471,6.970,3.941
2006,Vernon Davis,Maryland,75.25,254,8.75,32.13,4.39,33,42,128,4.17,7,,STRONG,TE,14,51,198,1,6,6,2092,1600,941,9.164,6.174
2006,Victor Adeyanju,Indiana,76.25,274,9.25,33.25,4.88,22,32,112,4.41,7.37,,BIG,DL,4,13,53,4,113,17,604,68,247,6.450,3.497
2006,Wali Lundy,Virginia,71,214,9.5,31.5,4.52,18,35,111,4.36,6.99,11.27,STRONG,RB,1,5,14,6,170,10,397,23,142,5.016,2.371
2006,Will Montgomery,Virginia Tech,75,312,9.63,32,5.12,35,29.5,104,4.43,7.4,,BIG,OL,10,34,110,7,234,6.731,4.186
2006,Willie Andrews,Baylor,69.38,193,9.25,29.75,4.45,7,36.5,124,4.27,6.99,11.65,SKILL,DB,2,3,30,7,229,4.738,2.252
2006,Zach Strief,Northwestern,79.63,330,9.88,33.25,5.45,19,21,94,4.83,8.01,,BIG,OL,12,50,158,7,210,18,290,7,131,3.002,1.959
2007,Aaron Ross,Texas,72.5,193,9,32.38,4.46,17,34,118,4.15,6.67,,SKILL,DB,7,20,83,1,20,20,1482,850,791,6.524,3.616
2007,Adam Carriker,Nebraska,78,296,9.5,33.5,4.92,33,33.5,110,4.18,7.06,,BIG,DL,6,22,65,1,13,13,1700,1150,863,8.369,5.357
2007,Adam Koets,Oregon State,77.13,298,10.13,33.25,5.09,20,32,106,4.47,7.44,,BIG,OL,4,3,11,6,189,29,344,16,137,5.772,3.216
2007,Allen Barbre,Missouri Southern,76,300,10.5,33.5,4.88,28,32,105,4.63,7.4,,BIG,OL,11,23,92,4,119,23,578,56,232,6.871,4.152
2007,Andy Alleman,Akron,76,305,9.5,31.25,5.08,27,30,106,4.65,7.8,,BIG,OL,3,5,24,3,88,24,731,150,337,5.893,3.763
2007,Anthony Spencer,Purdue,74.88,261,9.88,33.5,4.73,30,32.5,112,4.43,7.14,,BIG,DL,8,34,104,1,26,26,1349,700,733,7.322,4.246
2007,Antonio Johnson,Mississippi State,75,310,9.13,34.38,5.19,28,29,108,4.49,7.47,,BIG,DL,7,21,83,5,152,24,454,31,162,6.084,3.784
2007,Antonio Pittman,Ohio State,70.75,207,8.5,31.5,4.42,16,35.5,123,4.16,6.84,,STRONG,RB,2,3,23,4,107,11,632,80,265,6.094,2.965
2007,Antwan Barnes,Florida International,72.63,240,8.75,32.38,4.46,31,35,122,4.32,7.29,12.16,STRONG,LB,8,7,88,4,134,6,518,39,197,7.242,4.808
2007,Ben Grubbs,Auburn,74.75,311,10.25,33.5,5.21,29,26.5,103,4.72,7.99,,BIG,OL,9,56,129,1,29,29,1294,640,705,4.708,3.101
2007,Brandon Frye,Virginia Tech,76.13,301,9.5,33,5.1,34,32.5,103,4.4,7.5,,BIG,OL,3,2,11,5,163,3,419,26,147,6.949,4.411
2007,Brandon Jackson,Nebraska,69.88,210,10.13,31.38,4.56,21,37,122,4.14,7,11.86,STRONG,RB,6,16,54,2,63,31,900,276,460,6.438,3.556
2007,Brandon McDonald,Memphis,70.88,181,9.25,31.38,4.61,17,33,118,4.76,7.44,,SKILL,DB,6,15,80,5,140,12,496,36,185,3.475,2.152
2007,Brandon Mebane,California,73.13,309,10,32.88,5.18,24,24,106,4.65,7.94,,BIG,DL,13,63,182,3,85,21,749,165,351,4.102,2.294
2007,Brandon Meriweather,Miami (FL),70.63,195,8.25,31,4.5,11,35,111,4.33,7.06,,SKILL,DB,9,33,112,1,24,24,1389,740,752,4.001,1.883
2007,Brian Leonard,Rutgers,73.5,226,9.13,31,4.54,28,34.5,122,4.22,6.88,11.59,STRONG,RB,8,11,88,2,52,20,998,380,525,7.583,4.658
2007,Brian Robison,Texas,75.13,259,9.75,33.13,4.72,27,40.5,121,4.26,6.89,,BIG,DL,11,46,173,4,102,6,656,92,282,7.651,4.526
2007,Buster Davis,Florida State,69.38,239,9.13,30,4.51,24,35.5,115,4.37,6.66,11.3,STRONG,LB,2,2,7,3,69,5,854,245,427,6.673,3.925
2007,CJ Ah You,Oklahoma,75.75,274,9.88,34.13,4.73,26,36.5,108,4.4,7.06,,BIG,DL,5,4,33,7,239,7.289,4.188
2007,Chris Davis,Florida State,70.25,181,9.13,30,4.51,15,35.5,115,4.14,6.66,11.3,SKILL,WR,2,0,17,4,128,32,541,44,211,5.374,2.647
2007,Chris Henry,Arizona,71.25,230,10.25,31.25,4.41,26,36,127,4.14,6.96,11.51,STRONG,RB,4,1,11,2,50,18,1018,400,538,7.795,4.734
2007,Chris Houston,Arkansas,69.88,185,9,33.38,4.37,27,36,122,4.12,6.94,,SKILL,DB,7,32,99,2,41,9,1118,490,604,6.996,4.05
2007,Clifton Ryan,Michigan State,74.75,310,8.88,33.63,5.11,25,26.5,102,4.69,7.49,,BIG,DL,4,13,49,5,154,26,447,30,158,5.024,2.787
2007,Corey Hilliard,Oklahoma State,77.25,308,10.5,34.88,5.34,28,27,106,4.65,7.45,,BIG,OL,8,9,47,6,209,17,293,8,131,5.548,3.771
2007,Dan Santucci,Notre Dame,75.5,301,9.88,32.75,5.16,23,29,102,4.74,7.47,,BIG,OL,1,0,2,7,230,4.753,2.68
2007,Dante Rosario,Oregon,75.25,244,9.25,33.5,4.8,20,36,115,4.47,6.96,12.14,STRONG,TE,8,9,122,5,155,27,444,29,157,5.428,3.741
2007,Daren Stone,Maine,75.25,218,9.75,35.5,4.6,13,39,132,4.44,7.13,11.54,SKILL,DB,2,2,20,6,203,11,307,10,134,5.673,4.245
2007,Dashon Goldson,Washington,74,205,9,31,4.64,12,34.5,115,4.46,7.37,12.02,SKILL,DB,10,41,127,4,126,30,549,46,216,3.660,2.526
2007,David Harris,Michigan,74.25,243,9.13,32.88,4.6,23,33,107,4.29,7.25,,STRONG,LB,11,75,164,2,47,15,1049,430,559,5.839,3.548
2007,David Irons,Auburn,70.25,190,9.38,32.38,4.5,11,29.5,111,4.3,7.18,11.67,SKILL,DB,2,1,20,6,194,2,330,14,135,3.222,1.199
2007,Daymeion Hughes,California,70.13,190,8.75,31.25,4.68,16,28.5,114,4.43,7.28,,SKILL,DB,5,4,53,3,95,31,692,120,308,2.829,1.746
2007,Deon Anderson,Connecticut,70.75,243,9.63,31.38,4.75,23,33,114,4.43,7.27,12.41,STRONG,RB,4,1,39,6,195,3,328,13,135,4.658,3.117
2007,Doug Free,Northern Illinois,78.25,324,10.63,35.63,5.21,22,30,111,4.53,7.38,,BIG,OL,10,49,124,4,122,26,565,50,225,6.270,4.009
2007,Dwayne Wright,Frenso State (CA),71.5,228,9.5,31.25,4.69,14,34,115,4.43,7.23,,STRONG,RB,1,1,15,4,111,15,613,72,253,3.645,1.88
2007,Eric Frampton,Washington State,71,204,9,31.88,4.65,10,34.5,122,4.17,6.84,11.46,SKILL,DB,7,5,91,5,165,5,412,25,145,4.451,2.498
2007,Eric Weddle,Utah,71.3,203,9.63,30.63,4.5,11,33.5,113,4.12,6.78,11.6,SKILL,DB,15,88,201,2,37,5,1170,530,636,5.057,2.297
2007,Eric Wright,Nevada Las Vegas,70.6,192,9.5,31.88,4.37,16,36.5,123,4.23,6.93,11.59,SKILL,DB,7,32,92,2,53,21,988,370,518,6.394,3.628
2007,Fred Bennett,South Carolina,72.88,196,9.25,34.5,4.49,17,38.5,125,4.3,6.67,11.22,SKILL,DB,4,7,49,4,123,27,561,49,223,6.951,4.4
2007,Garrett Wolfe,Northern Illinois,67.5,186,9.13,30.13,4.4,22,35.5,116,4.08,6.69,,STRONG,RB,4,2,50,3,93,29,703,128,316,6.567,3.391
2007,Gerald Alexander,Boise State,72.38,210,9,32,4.53,15,41,124,4.21,7.24,11.94,SKILL,DB,5,11,44,2,61,29,917,292,471,6.132,4.149
2007,Greg Olsen,Miami (FL),77.88,254,10.5,32.5,4.53,23,35.5,114,4.48,7.04,12.01,STRONG,TE,14,60,199,1,31,31,1260,600,687,7.146,4.718
2007,Herb Taylor,Texas Christian,75.88,296,9.88,33,5.22,26,27,100,4.64,7.78,,BIG,OL,6,2,20,6,196,4,325,13,135,4.564,2.735
2007,James Jones,San Jose State,72.75,207,10,33,4.58,22,34,119,4.2,7.06,11.58,SKILL,WR,9,46,136,3,78,14,792,200,383,6.103,4.166
2007,Jay Richardson,Ohio State,77.63,279,9.88,34.13,5.06,20,33,112,4.54,7.5,,BIG,DL,7,12,59,5,138,10,503,37,189,5.877,3.365
2007,Joe Thomas,Wisconsin,78.63,311,10.13,33.75,4.94,28,33,110,4.88,7.95,,BIG,OL,11,85,167,1,3,3,2443,2200,976,6.804,4.814
2007,John Wendling,Wyoming,73.25,222,9.25,32.88,4.5,22,38.5,129,4.16,6.96,11.26,SKILL,DB,7,7,110,6,184,24,357,18,137,7.994,5.483
2007,Johnathan Holland,Louisiana Tech,71.75,191,9.25,35,4.47,15,35.5,120,4.4,7.12,11.32,SKILL,WR,3,1,17,7,254,5.128,3.058
2007,Josh Beekman,Boston College,73.63,313,9.5,32.5,5.4,24,25.5,93,4.81,8.24,,BIG,OL,3,10,28,4,130,2,533,42,206,2.736,1.697
2007,Josh Gattis,Wake Forest,73,206,9.25,33.5,4.55,22,34.5,121,4.27,6.72,11.24,SKILL,DB,1,0,4,5,150,22,461,31,165,6.783,4.496
2007,Josh Wilson,Maryland,69.25,189,9.25,31,4.42,20,36.5,120,4.43,7.07,11.64,SKILL,DB,9,32,126,2,55,23,969,350,506,5.802,3.529
2007,Justin Blalock,Texas,75.25,320,,,5.1,40,28.5,101,4.72,7.75,,BIG,OL,8,55,125,2,39,7,1143,510,620,5.990,3.962
2007,Justin Durant,Hampton (VA),72.88,230,10.25,33.5,4.55,25,36,121,4.09,6.77,11.44,STRONG,LB,11,36,128,2,48,16,1038,420,552,7.701,4.637
2007,Justin Harrell,Tennessee,76.38,300,9.75,34.5,5.07,24,30.5,108,4.79,7.63,,BIG,DL,4,2,14,1,16,16,1595,1000,832,5.557,3.455
2007,Kelvin Smith,Syracuse,74,240,8.75,32,4.82,26,32,110,4.42,7.19,12.25,STRONG,LB,3,0,7,7,219,27,269,4,127,4.831,3.394
2007,Kenneth Darby,Alabama,70.38,211,9,30.5,4.76,19,30,108,4.53,7.25,12.07,STRONG,RB,4,4,41,7,246,2.752,1.316
2007,Kolby Smith,Louisville,71.25,220,9.63,33.75,4.52,18,38,114,4.34,7.22,12.08,STRONG,RB,3,4,27,5,148,20,468,32,169,5.159,2.758
2007,Laurent Robinson,Illinois State,74,199,9,33.75,4.44,19,39,127,4.28,6.83,11.45,SKILL,WR,6,16,59,3,75,11,812,215,398,7.671,5.004
2007,Lawrence Timmons,Florida State,72.9,234,9.25,33,4.67,25,35,123,4.32,6.89,11.78,STRONG,LB,11,72,172,1,15,15,1628,1050,842,6.752,4.386
2007,Le'Ron McClain,Alabama,72.13,256,9.63,33.5,4.9,14,29.5,113,4.47,7.14,12.11,STRONG,RB,7,13,111,4,137,9,507,38,191,2.975,1.678
2007,Leon Hall,Michigan,71.25,193,9,33.38,4.42,15,37.5,125,4.07,6.5,11.62,SKILL,DB,12,51,152,1,18,18,1535,900,811,7.079,3.957
2007,Leroy Harris,North Carolina State,74.5,302,10.25,33.5,5.36,29,24.5,96,4.8,8,,BIG,OL,7,19,76,4,115,19,595,64,241,3.447,2.269
2007,Levi Brown,Penn State,77.5,323,9.5,34.38,5.42,31,25.5,97,4.89,7.87,,BIG,OL,7,34,81,1,5,5,2184,1700,953,4.597,3.48
2007,Marcus McCauley,Frenso State (CA),72.75,203,10.25,32.25,4.4,17,36,129,4.17,6.61,11.5,SKILL,DB,3,4,27,3,72,8,833,230,412,7.676,4.65
2007,Marshawn Lynch,California,71.13,215,9.25,31.13,4.48,20,35.5,125,4.55,7.05,11.8,STRONG,RB,13,74,149,1,12,12,1741,1200,874,5.827,3.386
2007,Martrez Milner,Georgia,75.88,252,9.5,34.5,4.83,19,34,117,4.49,7.35,11.89,STRONG,TE,1,0,8,4,133,5,522,40,200,4.721,3.526
2007,Marvin Mitchell,Tennessee,75,249,10.25,33,4.94,22,32,108,4.25,7.29,,STRONG,LB,7,12,98,7,220,28,267,3,127,4.589,3.158
2007,Michael Coe,Alabama State,72.63,190,9.75,33.5,4.56,17,35,122,4.31,6.78,11.17,SKILL,DB,6,2,38,5,173,13,388,22,140,5.786,3.644
2007,Michael Griffin,Texas,71.75,202,10.25,33.13,4.48,16,36,120,4.1,6.6,11.27,SKILL,DB,10,55,154,1,19,19,1508,875,801,6.818,3.904
2007,Michael Johnson,Arizona,74.63,205,9.5,32,4.66,15,33,114,4.32,7.04,11.94,SKILL,DB,4,14,49,7,224,32,258,2,124,4.531,3.081
2007,Mike Otto,Purdue,77.5,308,9.63,32.5,5.24,20,26.5,105,4.67,7.62,,BIG,OL,7,7,62,7,223,31,260,2,125,4.493,2.64
2007,Patrick Willis,Mississippi,73.1,242,9.75,34,4.53,22,39,119,4.46,7.23,11.9,STRONG,LB,8,93,112,1,11,11,1785,1250,885,6.507,4.3
2007,Paul Posluszny,Penn State,73.63,238,9.5,33.75,4.71,22,37,116,4.2,6.94,11.42,STRONG,LB,11,58,145,2,34,2,1213,560,661,6.455,4.069
2007,Prescott Burgess,Michigan,75.38,240,9.5,34.5,4.88,19,32.5,106,4.31,7.01,,STRONG,LB,5,2,40,6,207,15,298,9,132,4.415,2.708
2007,Quentin Moses,Georgia,77.25,261,9.25,34.25,4.84,17,32,115,4.53,7.38,,BIG,DL,4,5,44,3,65,1,885,265,449,5.996,3.109
2007,Quincy Black,New Mexico,73.63,240,10.75,33.5,4.48,24,41.5,124,4.34,6.86,11.23,STRONG,LB,6,18,81,3,68,4,862,250,433,7.897,5.077
2007,Rufus Alexander,Oklahoma,72.88,228,9,33.75,4.8,25,35,117,4.3,7.06,,STRONG,LB,2,0,1,6,176,16,380,21,138,5.633,3.778
2007,Ryan Harris,Notre Dame,76.5,305,9.38,34.25,5.11,22,25.5,100,4.52,7.78,,BIG,OL,10,33,114,3,70,6,847,240,422,4.693,2.458
2007,Ryan Kalil,Southern California,74.75,299,10,31.5,4.98,34,26,104,4.34,7.5,,BIG,OL,13,72,155,2,59,27,934,310,483,6.371,3.583
2007,Ryan McBean,Oklahoma State,76.38,286,10.25,33.5,5.05,27,28,108,4.46,7.79,,BIG,DL,5,11,47,4,132,4,526,40,202,5.958,3.556
2007,Samson Satele,Hawaii,74.63,300,9.88,30.88,5.26,25,33,101,4.29,7.47,,BIG,OL,8,48,118,2,60,28,925,300,477,5.388,3.16
