year,name,college,height_in,weight_lbs,hand_size_in,arm_length_in,40_yard,bench_press,vert_leap_in,broad_jump_in,shuttle,3cone,60yd_shuttle,bodytype,pos,seasons,wAV,games,round,overall,pick,Fitzgerald-Spielberger,Johnson,Schuckers,ras,tsa
2009,Mike Wallace,Mississippi,72.38,199,,,4.28,14,40,129,4.27,6.9,,SKILL,WR,10,57,144,3,84,20,755,170,355,6.932,4.226
2009,Moise Fokou,Maryland,73.13,233,,,4.65,12,31,121,4.28,7.09,11.41,STRONG,LB,6,18,73,7,230,4.596,2.273
2009,Morgan Trent,Michigan,72.63,193,,,4.5,23,38,127,4.01,7.05,11.07,SKILL,DB,3,4,36,6,179,19,371,20,138,7.414,4.838
2009,Nic Harris,Oklahoma,74.38,234,,,4.86,15,31.5,109,4.37,7.05,,STRONG,LB,2,5,30,5,147,19,471,33,171,3.399,1.794
2009,Paul Kruger,Utah,76.25,263,,,4.83,24,32.5,108,4.47,7.52,,BIG,DL,8,29,114,2,57,25,951,330,494,6.402,3.546
2009,Phil Loadholt,Oklahoma,79.75,332,,,5.49,24,29,95,5.06,8.18,,BIG,OL,6,36,89,2,54,22,979,360,512,3.914,3.03
2009,Ra'Shon Harris,Oregon,75.75,298,,,4.99,28,25.5,106,4.87,8.18,,BIG,DL,1,0,2,6,205,13,302,9,133,4.935,3.092
2009,Rashad Jennings,Liberty (VA),73,231,,,4.59,29,34,120,4.2,6.86,11.46,STRONG,RB,8,31,93,7,250,7.366,4.512
2009,Rashad Johnson,Alabama,71.25,203,,,4.49,15,37,120,4.23,7.09,,SKILL,DB,8,25,114,3,95,31,692,120,308,5.768,3.501
2009,Richard Quinn,North Carolina,75.88,264,,,4.88,24,32.5,119,4.62,7.5,,STRONG,TE,3,0,30,2,64,32,892,270,454,5.068,4.085
2009,Robert Ayers,Tennessee,75.13,272,,,4.77,18,29.5,102,4.51,7.56,,BIG,DL,9,27,120,1,18,18,1535,900,811,4.929,2.105
2009,Robert Brewster,Ball State (IN),76.13,325,,,5.29,23,30.5,98,4.75,7.68,,BIG,OL,2,0,1,3,75,11,812,215,398,4.655,3.059
2009,Ron Brace,Boston College,75,330,,,5.48,32,28,99,4.73,8.15,,BIG,DL,4,6,39,2,40,8,1131,500,612,4.363,3.279
2009,Roy Miller,Texas,73.25,310,,,4.95,36,32,103,4.74,8.01,,BIG,DL,9,33,119,3,81,17,773,185,369,6.032,3.956
2009,Sammie Stroughter,Oregon State,69.38,189,,,4.54,13,30,110,4.28,7.03,,SKILL,WR,4,5,33,7,233,3.411,1.386
2009,SammieLee Hill,Stillman (AL),75.88,329,,,5.12,27,28,109,4.97,7.89,,BIG,DL,7,21,97,4,115,19,595,64,241,5.465,3.776
2009,Scott McKillop,Pittsburgh,72.88,244,,,4.7,27,35.5,119,4.39,7,11.66,STRONG,LB,1,2,16,5,146,18,474,33,173,6.553,4.495
2009,Sean Smith,Utah,75.5,214,,,4.5,10,34,119,4.15,6.92,,SKILL,DB,9,38,137,2,61,29,917,292,471,5.860,3.273
2009,Seth Olsen,Iowa,76.63,306,,,5.23,23,24.5,90,4.7,7.59,,BIG,OL,4,3,14,4,132,4,526,40,202,4.100,2.238
2009,Shawn Nelson,Southern Mississippi,77,240,,,4.52,19,33,115,4.46,6.96,,STRONG,TE,2,1,17,4,121,25,570,52,227,6.191,3.656
2009,Sherrod Martin,Troy (AL),73,198,,,4.43,12,36,123,3.98,6.6,11.17,SKILL,DB,7,16,84,2,59,27,934,310,483,6.810,3.653
2009,Shonn Greene,Iowa,70.5,227,,,4.62,19,37,121,4.4,7.1,,STRONG,RB,6,23,85,3,65,1,885,265,449,5.397,3.194
2009,Stanley Arnoux,Wake Forest,72,232,,,4.56,19,31.5,121,4.39,7.22,,STRONG,LB,2,1,9,4,118,22,582,58,234,5.158,2.909
2009,Tiquan Underwood,Rutgers,73.13,184,,,4.31,7,41.5,129,4.11,6.62,,SKILL,WR,5,9,45,7,253,6.565,3.421
2009,Tony Fiammetta,Syracuse,72.13,245,,,4.58,30,34,112,4.49,7.31,,STRONG,RB,6,1,51,4,128,32,541,44,211,5.940,3.932
2009,Troy Kropog,Tulane (LA),77.38,309,,,5.3,21,30,100,4.84,7.65,,BIG,OL,4,0,7,4,135,7,514,39,195,4.280,2.779
2009,Troy Nolan,Arizona State,72.5,206,,,4.63,12,31.5,117,4.3,7.06,,SKILL,DB,4,5,38,7,223,31,260,2,125,3.896,2.35
2009,Victor Butler,Oregon State,74.25,248,,,4.76,24,33,113,4.4,7.21,,STRONG,LB,6,6,65,4,110,14,618,74,256,5.392,3.789
2009,Vontae Davis,Illinois,71.13,203,,,4.4,25,36,125,4.07,6.75,,SKILL,DB,10,45,121,1,25,25,1369,720,742,7.985,4.837
2009,Will Davis,Illinois,74.13,261,9,31.5,4.84,27,33,115,4.45,7.38,,BIG,DL,2,3,21,6,204,12,305,10,134,6.769,3.813
2009,William Beatty,Connecticut,78,307,,,5.06,27,33.5,107,4.77,7.62,,BIG,OL,9,30,89,2,60,28,925,300,477,6.650,4.495
2009,William Moore,Missouri,72.13,221,,,4.56,16,37,123,4.26,6.81,,SKILL,DB,7,30,76,2,55,23,969,350,506,6.509,4.305
2010,A.J. Edds,Iowa,75.63,246,,,4.62,16,33,117,4.28,7.19,,STRONG,LB,5,1,17,4,119,23,578,56,232,5.555,3.251
2010,Alterraun Verner,UCLA,70.13,189,,,4.52,11,32,116,4.12,6.7,,SKILL,DB,8,33,125,4,104,8,646,86,275,4.501,1.799
2010,Andre Roberts,Citadel (SC),70.88,195,,,4.4,15,36,120,4.15,6.77,,SKILL,WR,13,24,182,3,88,24,731,150,337,6.445,3.428
2010,Anthony Dixon,Mississippi State,72.75,233,,,4.67,15,33,121,4.49,7.09,,STRONG,RB,6,7,96,6,173,13,388,22,140,4.432,2.482
2010,Anthony McCoy,Southern California,76.5,259,,34,4.71,19,35.5,113,4.57,6.99,,STRONG,TE,6,4,41,6,185,25,354,17,137,5.688,3.815
2010,Antonio Brown,Central Michigan,70.13,186,,,4.56,13,33.5,105,4.18,6.98,,SKILL,WR,12,92,146,6,195,3,328,13,135,3.834,1.675
2010,Arthur Moats,James Madison (VA),72.25,246,8.63,33.75,4.64,24,36.5,122,4.37,7.22,,STRONG,LB,8,22,121,6,178,18,374,20,138,6.491,4.447
2010,Ben Tate,Auburn,71,220,9,31.25,4.34,26,40.5,124,4.12,6.91,,STRONG,RB,5,14,51,2,58,26,942,320,489,7.872,4.801
2010,Brandon Ghee,Wake Forest,71.63,192,10.5,32.5,4.37,15,37,127,4.07,6.75,11.21,SKILL,DB,5,2,29,3,96,32,687,116,305,7.156,3.98
2010,Bruce Campbell,Maryland,78.38,314,10.5,36.25,4.75,34,32,101,4.69,7.58,,BIG,OL,3,1,19,4,106,10,637,82,269,7.668,5.068
2010,Bryan Bulaga,Iowa,77.38,314,9.25,33.25,5.2,26,27.5,98,4.75,7.7,,BIG,OL,12,56,126,1,23,23,1411,760,761,5.188,3.384
2010,Cam Thomas,North Carolina,76,330,,,5.16,31,29,102,4.78,7.68,,BIG,DL,8,16,103,5,146,18,474,33,173,5.953,4.07
2010,Carlos Dunlap,Florida,78,278,10,34.63,4.68,21,31.5,111,4.61,7.21,,BIG,DL,13,67,197,2,54,22,979,360,512,6.641,3.752
2010,Carlton Mitchell,South Florida,74.88,215,10.63,33.5,4.46,16,36,122,4.55,6.96,,SKILL,WR,2,0,16,6,177,17,377,21,138,6.634,4.361
2010,Chris Cook,Virginia,74,212,9.25,32.5,4.45,7,38,132,4.23,6.88,,SKILL,DB,5,10,40,2,34,2,1213,560,661,6.405,3.726
2010,Chris DeGeare,Wake Forest,75.63,325,9.75,34,5.12,27,32.5,103,4.9,7.84,,BIG,OL,1,2,8,5,161,1,425,27,149,5.646,3.893
2010,Crezdon Butler,Clemson,71.75,191,,,4.43,17,39.5,121,4.23,7.08,,SKILL,DB,7,2,46,5,164,4,416,26,146,6.382,3.9
2010,Damian Williams,Southern California,72.63,197,9.25,31.75,4.52,19,38,118,4.24,6.79,,SKILL,WR,5,10,57,3,77,13,799,205,388,6.674,4.221
2010,Dan Williams,Tennessee,74,327,10.13,33.5,5.19,27,32,96,4.87,7.88,,BIG,DL,7,29,102,1,26,26,1349,700,733,4.799,3.218
2010,Daniel Te'o-Nesheim,Washington,75.5,263,,,4.73,29,37,121,4.18,6.91,,BIG,DL,4,12,39,3,86,22,743,160,346,7.944,4.824
2010,David Gettis,Baylor,75,217,,,4.43,15,34.5,124,4.41,6.94,,SKILL,WR,3,3,17,6,198,6,320,12,135,6.716,4.292
2010,David Reed,Utah,72.13,191,,,4.56,15,37,114,4.38,6.95,,SKILL,WR,4,2,36,5,156,28,441,29,155,4.836,2.937
2010,Dekoda Watson,Florida State,74,226,,,4.55,24,40,134,4.11,7.06,,STRONG,LB,10,11,108,7,217,25,274,5,128,7.781,4.904
2010,Dennis Pitta,Brigham Young,76.5,245,10,32.25,4.68,27,34,113,4.17,6.72,11.53,STRONG,TE,7,16,66,4,114,18,600,66,244,7.347,4.747
2010,Devin McCourty,Rutgers,70.75,193,,,4.38,16,36,126,4.07,6.7,,SKILL,DB,13,71,205,1,27,27,1330,680,724,7.097,3.91
2010,Dexter Davis,Arizona State,73.5,244,,,4.62,25,35,109,4.3,7.08,,STRONG,LB,2,1,16,7,236,6.411,4
2010,Dezmon Briscoe,Kansas,74,207,9.5,33.5,4.66,9,33,115,4.57,7.1,,SKILL,WR,3,4,25,6,191,31,338,15,136,3.283,2.053
2010,Dominique Franks,Oklahoma,71,194,,,4.46,10,33.5,117,4.33,7.32,,SKILL,DB,5,6,52,5,135,7,514,39,195,3.890,1.828
2010,Earl Mitchell,Arizona,73.75,296,,,4.75,25,28.5,107,4.55,7.68,,BIG,DL,10,29,130,3,81,17,773,185,369,5.812,3.109
2010,Ed Dickson,Oregon,76.25,249,9.75,33,4.59,23,34,115,4.59,7.32,,STRONG,TE,9,16,134,3,70,6,847,240,422,6.139,4.22
2010,Emmanuel Sanders,Southern Methodist (TX),70.88,186,,,4.4,12,39.5,126,4.1,6.64,,SKILL,WR,12,63,172,3,82,18,767,180,364,6.458,3.324
2010,Eric Berry,Tennessee,71.63,211,,,4.4,19,43,130,4.23,6.8,,SKILL,DB,9,50,89,1,5,5,2184,1700,953,7.966,5.109
2010,Eric Olsen,Notre Dame,75.88,306,,,5.25,35,29.5,93,4.82,7.5,,BIG,OL,5,3,23,6,183,23,360,18,137,5.315,3.576
2010,Garrett Graham,Wisconsin,75.13,243,9.5,32,4.71,20,34.5,112,4.35,7.09,,STRONG,TE,6,7,60,4,118,22,582,58,234,5.514,3.527
2010,Geno Atkins,Georgia,73.38,293,9.63,32,4.75,34,33,117,4.43,7.33,,BIG,DL,11,89,161,4,120,24,574,54,229,7.664,4.637
2010,George Selvie,South Florida,76.38,252,,,4.93,24,30.5,109,4.63,7.48,,BIG,DL,6,17,80,7,226,5.886,3.274
2010,Gerald McCoy,Oklahoma,76.13,295,,,5.04,23,30.5,114,4.48,7.32,,BIG,DL,12,69,140,1,3,3,2443,2200,976,6.350,3.647
2010,Golden Tate,Notre Dame,70.25,199,9.25,30.5,4.42,17,35,120,4.34,7.12,,SKILL,WR,11,58,160,2,60,28,925,300,477,5.670,3.388
2010,Greg Hardy,Mississippi,76,281,,,4.82,21,35,117,4.65,7.25,,BIG,DL,6,33,75,6,175,15,383,21,139,6.401,3.599
2010,J.D. Walton,Baylor,75,300,9.25,33.38,5.19,24,27,101,4.69,7.6,,BIG,OL,6,22,56,3,80,16,779,190,374,4.381,2.406
2010,Jacoby Ford,Clemson,68.88,186,,,4.22,15,33.5,115,4.44,7,,SKILL,WR,4,12,38,4,108,12,627,78,262,4.727,2.411
2010,Jahvid Best,California,70.13,199,,,4.34,18,32.5,113,4.17,6.75,,STRONG,RB,2,13,22,1,30,30,1276,620,696,5.500,2.414
2010,Jamar Chaney,Mississippi State,72.75,242,,,4.54,26,39,124,4.29,6.9,,STRONG,LB,5,13,54,7,220,28,267,3,127,7.854,5.052
2010,James Starks,Buffalo,74.13,218,,,4.5,15,36,119,4.23,6.89,,STRONG,RB,7,26,76,6,193,1,333,14,135,6.101,3.135
2010,Jammie Kirlew,Indiana,73.25,260,,,5.05,26,33,111,4.74,7.5,,BIG,DL,2,0,1,7,232,5.442,3.158
2010,Jared Odrick,Penn State,77,304,,,5.03,26,29,106,4.59,7.22,,BIG,DL,7,29,87,1,28,28,1311,660,714,6.589,3.959
2010,Jared Veldheer,Hillsdale (MI),80.13,312,,33,5.06,32,33.5,109,4.51,7.4,,BIG,OL,11,45,121,3,69,5,854,245,427,7.966,5.352
2010,Jason Pierre-Paul,South Florida,76.75,270,,,4.71,19,30.5,115,4.67,7.18,,BIG,DL,14,74,182,1,15,15,1628,1050,842,6.039,3.216
2010,Jermaine Gresham,Oklahoma,77.25,261,9.63,34.75,4.66,20,35,113,4.53,7.07,11.88,STRONG,TE,9,28,132,1,21,21,1457,800,781,6.031,4.045
2010,Jerome Murphy,South Florida,72.25,196,,,4.5,16,38,127,4.05,6.87,,SKILL,DB,4,3,33,3,65,1,885,265,449,7.021,4.235
2010,Joe Haden,Florida,70.75,193,,,4.52,18,35,125,4.34,6.94,,SKILL,DB,12,62,158,1,7,7,2014,1500,930,5.804,3.645
2010,Joe Hawley,Nevada Las Vegas,75.25,297,10.63,33.13,5.21,35,26,105,4.73,7.5,,BIG,OL,8,27,91,4,117,21,587,60,236,5.342,3.406
2010,John Conner,Kentucky,71.13,246,8.5,32,4.64,24,35,111,4.32,7.15,,STRONG,RB,5,0,62,5,139,11,499,37,187,5.860,3.651
2010,Jonathan Dwyer,Georgia Tech,71.25,229,8.63,31,4.64,15,33,107,4.67,7.56,,STRONG,RB,5,8,38,6,188,28,346,16,137,2.939,1.273
2010,Josh Hull,Penn State,74.75,237,9,32.75,4.93,25,32.5,115,4.07,6.86,11.31,STRONG,LB,4,3,39,7,254,5.932,3.889
2010,Joshua Moore,Kansas State,70.88,188,,,4.5,2,36.5,122,4.07,6.74,,SKILL,DB,1,0,3,5,141,13,492,36,183,5.120,2.268
2010,Kam Chancellor,Virginia Tech,75.25,231,9.5,33,4.62,22,32,116,4.41,7.36,,SKILL,DB,8,49,109,5,133,5,522,40,200,5.366,4.136
2010,Kareem Jackson,Alabama,70.5,196,,,4.4,13,37.5,118,4.14,6.92,,SKILL,DB,14,52,203,1,20,20,1482,850,791,5.937,3.027
2010,Kavell Conner,Clemson,72.5,242,9.5,32.75,4.59,24,33.5,110,4.6,7.36,,STRONG,LB,6,20,78,7,240,5.221,3.331
2010,Kendrick Lewis,Mississippi,71.63,198,,,4.73,16,31.5,116,4.33,6.88,,SKILL,DB,9,30,103,5,136,8,510,38,193,4.093,2.57
2010,Kevin Thomas,Southern California,72,192,,,4.41,19,34.5,126,4.18,6.82,,SKILL,DB,2,2,9,3,94,30,698,124,312,7.105,4.189
2010,Kyle Williams,Arizona State,70,188,,,4.4,11,33,118,4.19,7,,SKILL,WR,4,6,39,6,206,14,300,9,133,4.672,1.953
2010,Lamarr Houston,Texas,74.75,305,10,33,4.84,30,33.5,114,4.71,7.61,,BIG,DL,8,31,100,2,44,12,1082,460,581,7.028,4.514
2010,Larry Asante,Nebraska,72,212,,,4.62,14,37.5,118,4.17,7,,SKILL,DB,6,2,39,5,160,32,428,27,150,5.358,3.485
2010,Levi Brown,Troy (AL),75.5,229,9.5,31.5,4.93,20,31.5,106,4.43,7.07,,SKILL,QB,1,0,1,7,209,17,293,8,131,4.616,3.427
2010,Linval Joseph,East Carolina (NC),76.5,328,,,5.09,39,30,100,4.71,8.12,,BIG,DL,14,70,186,2,46,14,1060,440,566,6.199,4.358
2010,Major Wright,Florida,73,206,9.75,31,4.44,14,37.5,119,4.36,6.95,,SKILL,DB,7,20,77,3,75,11,812,215,398,6.133,3.701
2010,Marcus Easley,Connecticut,74.75,210,8.5,32.75,4.39,16,34,123,4.6,6.94,11.5,SKILL,WR,6,1,42,4,107,11,632,80,265,6.625,4.146
2010,Marshall Newhouse,Texas Christian,75.75,319,10.25,34,4.99,25,25,97,4.6,7.4,,BIG,OL,11,40,133,5,169,9,400,24,143,5.614,2.991
2010,Matt Tennant,Boston College,76.63,300,9.5,32.25,5.15,27,25,98,4.62,7.6,,BIG,OL,3,3,36,5,158,30,434,28,152,5.123,2.971
2010,Mike Iupati,Idaho,77.13,331,,,5.24,27,27.5,92,4.93,7.85,,BIG,OL,11,67,140,1,17,17,1564,950,821,4.790,3.354
2010,Mike Neal,Purdue,75,294,10.25,33.5,4.87,31,33,113,4.53,7.53,,BIG,DL,6,17,68,2,56,24,960,340,500,7.242,4.481
2010,Mike Williams,Syracuse,73.5,221,9.25,32.5,4.53,8,33.5,116,4.31,6.9,,SKILL,WR,5,25,63,4,101,5,661,96,286,4.823,2.632
2010,Montario Hardesty,Tennessee,71.75,225,,,4.49,21,41,124,4.14,6.87,,STRONG,RB,3,4,23,2,59,27,934,310,483,7.308,4.205
2010,Nate Triplett,Minnesota,75,250,,,4.7,20,33,115,4.37,7.02,,STRONG,LB,2,0,8,5,167,7,406,25,144,5.735,3.665
2010,Navorro Bowman,Penn State,72.5,242,9.88,33,4.7,26,29.5,115,4.59,6.91,11.52,STRONG,LB,8,71,99,3,91,27,714,136,325,5.366,3.402
2010,Ndamukong Suh,Nebraska,75.88,307,,,5.03,32,35.5,105,4.44,7.21,,BIG,DL,13,100,199,1,2,2,2649,2600,988,7.493,4.711
2010,Pat Angerer,Iowa,72.25,235,9.13,30.5,4.71,26,35,110,4.29,7.04,,STRONG,LB,4,18,54,2,63,31,900,276,460,5.783,3.62
2010,Reshad Jones,Georgia,73.25,214,,,4.51,24,39.5,118,4.54,7.43,,SKILL,DB,10,44,128,5,163,3,419,26,147,6.332,4.618
2010,Roddrick Muckelroy,Texas,73.75,246,,,4.68,19,31,110,4.39,7.25,,STRONG,LB,3,1,19,4,131,3,529,41,204,4.508,2.665
2010,Rodger Saffold,Indiana,76.63,316,,33.63,5.21,27,29.5,113,4.67,7.42,,BIG,OL,13,72,176,2,33,1,1228,580,670,6.414,4.342
2010,Ryan Mathews,Frenso State (CA),71.63,218,,,4.37,19,36,121,4.33,7,,STRONG,RB,7,44,86,1,12,12,1741,1200,874,6.236,3.507
2010,Sam Young,Notre Dame,80,316,10.13,34.5,5.2,29,29.5,104,4.87,7.73,,BIG,OL,11,16,103,6,179,19,371,20,138,6.004,4.344
2010,Sean Weatherspoon,Missouri,73.25,239,10.25,31.25,4.62,34,40,123,4.38,6.99,11.59,STRONG,LB,8,22,67,1,19,19,1508,875,801,7.447,5.084
2010,Selvish Capers,West Virginia,76.63,308,,34,5.11,19,30.5,106,4.68,7.68,,BIG,OL,3,0,3,7,231,5.035,2.915
2010,Sergio Kindle,Texas,74.88,250,10,33.25,4.65,25,36.5,118,4.53,7.26,,STRONG,LB,3,0,3,2,43,11,1094,470,589,6.486,4.699
2010,Shawn Lauvao,Arizona State,74.88,315,9.5,33,5.22,33,26.5,101,4.51,7.56,,BIG,OL,9,36,99,3,92,28,709,132,321,5.660,3.524
2010,Shelley Smith,Colorado State,74.88,300,9.25,32.5,5.03,26,34,112,4.71,7.67,,BIG,OL,5,7,36,6,187,27,349,17,137,6.073,3.829
2010,Taylor Price,Ohio,72.38,204,,,4.4,16,37,114,4.34,6.82,,SKILL,WR,2,1,6,3,90,26,720,140,329,6.368,3.701
2010,Ted Larsen,North Carolina State,74.63,304,,,5.19,26,24,96,4.66,7.81,,BIG,OL,11,36,137,6,205,13,302,9,133,4.100,2.238
2010,Thomas Welch,Vanderbilt,78.38,307,9.5,33.25,5.42,29,29,105,4.8,7.67,,BIG,OL,4,2,27,7,208,16,295,8,132,5.312,3.972
2010,Toby Gerhart,Stanford,72,231,,,4.5,22,38,118,4.25,6.94,,STRONG,RB,6,16,82,2,51,19,1007,390,531,6.963,4.062
2010,Tony Moeaki,Iowa,75,245,10.13,33.25,4.69,18,34,113,4.42,7.1,11.86,STRONG,TE,6,10,49,3,93,29,703,128,316,5.118,3.188
2010,Torell Troup,Central Florida,74.75,314,,,5.12,34,29,98,4.73,7.61,,BIG,DL,2,2,21,2,41,9,1118,490,604,5.704,3.633
2010,Travis Goethel,Arizona State,74.5,240,,,4.81,21,35,111,4.54,6.93,,STRONG,LB,3,1,16,6,190,30,341,15,136,4.974,3.337
2010,Trent Williams,Oklahoma,76.63,315,,34.25,4.81,23,34.5,113,4.63,7.64,,BIG,OL,14,99,178,1,4,4,2297,1800,964,7.001,4.387
2010,Trevard Lindley,Kentucky,71.25,183,,,4.51,9,38.5,116,4.27,6.81,,SKILL,DB,1,1,11,4,105,9,642,84,272,4.575,2.136
2010,Trindon Holliday,Louisiana State,65.25,166,,,4.21,10,42,116,4.48,6.54,,SKILL,WR,5,4,33,6,197,5,323,13,135,4.782,2.222
2010,Tyson Alualu,California,74.38,295,,,4.87,21,35.5,116,4.43,7.15,,BIG,DL,14,45,193,1,10,10,1833,1300,896,6.466,3.457
2010,Vladimir Ducasse,Massachusetts,76.38,332,,,5.21,29,26,91,4.97,8.25,,BIG,OL,9,21,111,2,61,29,917,292,471,4.458,3.13
2010,Willie Young,North Carolina State,77,251,,,4.88,25,38,118,4.56,7.24,,BIG,DL,8,22,98,7,213,21,283,6,130,7.102,4.241
2011,A.J. Green,Georgia,75.63,211,9.25,34.38,4.48,18,34.5,126,4.21,6.91,11.46,SKILL,WR,12,77,158,1,4,4,2297,1800,964,7.417,4.848
2011,Aaron Williams,Texas,71.88,204,9.25,31.5,4.55,18,37.5,127,4.07,6.72,11.35,SKILL,DB,6,17,59,2,34,2,1213,560,661,7.209,4.602
2011,Ahmad Black,Florida,69.5,184,9.88,31,4.7,18,35.5,119,4.2,6.85,11.25,SKILL,DB,3,3,24,5,151,23,457,31,164,4.751,2.966
2011,Akeem Ayers,UCLA,74.5,254,9,33,4.81,18,31,116,4.28,7.49,11.93,STRONG,LB,7,28,97,2,39,7,1143,510,620,4.393,2.913
2011,Aldon Smith,Missouri,76.25,263,9.75,35.38,4.74,20,34,118,4.5,7.19,,BIG,DL,10,34,75,1,7,7,2014,1500,930,6.501,3.479
2011,Aldrick Robinson,Southern Methodist (TX),69.63,184,8.75,29.5,4.35,17,40,126,4.09,6.65,11.01,SKILL,WR,8,12,82,6,178,18,374,20,138,7.230,4.048
2011,Alex Green,Hawaii,72.25,225,9.13,32,4.45,20,34,114,4.15,6.91,,STRONG,RB,3,5,29,3,96,32,687,116,305,6.357,3.267
2011,Allen Bailey,Miami (FL),75,285,10.25,34,4.71,27,36.5,117,4.56,7.43,,BIG,DL,10,34,133,3,86,22,743,160,346,7.259,4.387
2011,Allen Bradford,Southern California,70.88,242,9.38,32.13,4.53,28,29,113,4.39,6.97,,STRONG,RB,5,1,19,6,187,27,349,17,137,6.054,3.457
2011,Anthony Allen,Georgia Tech,72.75,228,9.63,30.38,4.56,24,41.5,120,4.06,6.79,11.46,STRONG,RB,2,1,21,7,225,7.687,4.63
2011,Anthony Castonzo,Boston College,79,311,10.63,34.5,5.21,28,29.5,105,4.4,7.25,,BIG,OL,10,58,144,1,22,22,1434,780,771,6.903,4.494
2011,Anthony Sherman,Connecticut,70,242,9.38,30,4.74,32,32.5,111,4.41,7.23,,STRONG,RB,10,5,153,5,136,8,510,38,193,4.949,3.319
2011,Austin Pettis,Boise State,74.63,209,9.75,31.75,4.56,14,33.5,120,3.88,6.68,11.14,SKILL,WR,4,8,51,3,78,14,792,200,383,6.469,3.874
2011,Brandon Fusco,Slippery Rock (PA),76,306,10,33.75,5.18,26,28.5,108,4.43,7.29,,BIG,OL,8,35,90,6,172,12,391,23,141,6.191,3.729
2011,Brandon Harris,Miami (FL),69.5,191,8.5,30.63,4.46,13,35.5,113,4.12,6.77,11.31,SKILL,DB,4,3,42,2,60,28,925,300,477,5.266,2.345
2011,Brandyn Thompson,Boise State,69.25,189,9,29.75,4.5,13,33.5,114,4.12,6.66,11.13,SKILL,DB,1,1,6,7,213,21,283,6,130,4.887,2.081
2011,Brian Rolle,Ohio State,69.63,229,10.38,31,4.53,28,33,115,4.26,6.89,,STRONG,LB,2,6,20,6,193,1,333,14,135,6.578,3.691
2011,Brooks Reed,Arizona,74.5,263,10,32.25,4.65,30,30.5,113,4.28,7.11,,STRONG,LB,10,37,131,2,42,10,1106,480,597,6.600,4.303
2011,Cameron Jordan,California,76.13,287,11.13,35,4.74,25,31,117,4.37,7.07,,BIG,DL,13,103,209,1,24,24,1389,740,752,7.433,4.314
2011,Cecil Shorts,Mount Union (OH),71.75,205,9.25,31.63,4.5,21,34.5,114,4.07,6.5,11.18,SKILL,WR,6,19,70,4,114,18,600,66,244,6.941,4.087
2011,Cheta Ozougwu,Rice (TX),73.63,247,9.38,31,4.84,26,34.5,119,4.31,7.06,,BIG,DL,3,0,9,7,254,6.926,3.83
2011,Chris Carter,Frenso State (CA),73.13,248,9.38,33,4.58,27,36,114,4.34,6.88,,STRONG,LB,7,6,75,5,162,2,422,27,148,7.257,4.616
2011,Chris Conte,California,74.38,197,9.13,30.5,4.52,18,35.5,127,4.19,7.01,,SKILL,DB,8,28,104,3,93,29,703,128,316,6.809,4.501
2011,Chris Hairston,Clemson,78.13,326,9.25,35.25,5.38,33,29,96,4.7,7.9,,BIG,OL,7,17,74,4,122,26,565,50,225,5.432,4.101
2011,Chris Neild,West Virginia,73.75,319,10.75,31.88,5.06,30,29,106,4.46,7.56,,BIG,DL,3,2,24,7,253,6.451,3.905
2011,Chris White,Mississippi State,74.75,240,9,30.88,4.68,17,34,115,4.25,6.95,11.58,STRONG,LB,4,3,51,6,169,9,400,24,143,5.578,3.162
2011,Cliff Matthews,South Carolina,75.5,257,9.75,34,4.81,17,32,112,4.37,7.21,,BIG,DL,6,3,35,7,230,5.825,2.741
2011,Clint Boling,Georgia,76.63,308,9.25,33.5,5.28,28,31,102,4.64,7.66,,BIG,OL,8,46,111,4,101,5,661,96,286,5.634,3.867
2011,Colin McCarthy,Miami (FL),73.38,238,10.25,29.5,4.59,23,36.5,119,4.2,6.93,11.38,STRONG,LB,3,11,36,4,109,13,623,76,259,7.255,4.449
2011,Corey Liuget,Illinois,74.13,298,9.5,33.25,4.97,27,27.5,102,4.68,7.48,,BIG,DL,10,42,124,1,18,18,1535,900,811,5.450,2.95
2011,Cortez Allen,Citadel (SC),73.25,197,8.63,32.25,4.5,18,35.5,129,4.01,6.76,10.87,SKILL,DB,5,10,56,4,128,32,541,44,211,7.481,4.612
2011,Curtis Marsh,Utah State,72.5,197,9,32,4.42,12,37.5,123,4.07,6.87,,SKILL,DB,3,1,26,3,90,26,720,140,329,6.563,3.531
2011,D'Aundre Reed,Arizona,75.88,261,10.25,33.5,4.84,30,35.5,119,4.32,7.24,,BIG,DL,2,0,6,7,215,23,278,5,129,7.760,4.686
2011,D.J. Williams,Arkansas,74,245,10.38,31.5,4.59,20,33.5,111,4.51,7.29,12.2,STRONG,TE,3,4,35,5,141,13,492,36,183,5.184,3.204
2011,Da'Norris Searcy,North Carolina,70.63,223,9.5,33.5,4.55,27,33,120,4.09,6.87,11.18,SKILL,DB,8,24,109,4,100,4,666,100,289,6.762,4.277
2011,Da'Rel Scott,Maryland,71,211,9,32.5,4.4,19,34,117,4.2,7.15,11.51,STRONG,RB,3,1,20,7,221,29,264,3,126,5.721,2.942
2011,Daniel Kilgore,Appalachian State (NC),75.25,308,10,32.5,5.28,23,32.5,105,4.68,7.59,,BIG,OL,10,26,98,5,163,3,419,26,147,4.878,3.11
2011,Danny Watkins,Baylor,75.38,310,10.13,34.25,5.36,29,26,92,4.62,7.61,,BIG,OL,3,9,24,1,23,23,1411,760,761,4.516,2.848
